시도,시군구,읍면동,총인구수,노인인구수,치과수,치과1개당_노인인구수
경기도,양평군,,126986,42091,0,42091.0
경기도,양평군,양평읍,38289,8966,21,407.54545454545456
경기도,양평군,강상면,10108,3051,0,3051.0
경기도,양평군,강하면,4770,2135,0,2135.0
경기도,양평군,양서면,13836,4867,3,1216.75
경기도,양평군,옥천면,8045,2840,0,2840.0
경기도,양평군,서종면,9816,3243,1,1621.5
경기도,양평군,단월면,3852,1720,0,1720.0
경기도,양평군,청운면,3674,1820,0,1820.0
경기도,양평군,양동면,4461,2119,0,2119.0
경기도,양평군,지평면,6538,3045,0,3045.0
경기도,양평군,용문면,18510,6120,5,1020.0
경기도,양평군,개군면,5087,2165,0,2165.0
강원특별자치도,,,1507634,406694,0,406694.0
동해출장소,,,0,0,0,0.0
강원특별자치도,춘천시,,284895,64682,0,64682.0
강원특별자치도,춘천시,신북읍,6856,2717,0,2717.0
강원특별자치도,춘천시,동면,18614,3711,1,1855.5
강원특별자치도,춘천시,동산면,1339,669,0,669.0
강원특별자치도,춘천시,신동면,2532,1015,0,1015.0
강원특별자치도,춘천시,남면,1022,550,0,550.0
강원특별자치도,춘천시,서면,3546,1718,0,1718.0
강원특별자치도,춘천시,사북면,2255,1148,0,1148.0
강원특별자치도,춘천시,북산면,933,537,0,537.0
강원특별자치도,춘천시,동내면,22629,4096,3,1024.0
강원특별자치도,춘천시,남산면,3202,1513,0,1513.0
강원특별자치도,춘천시,교동,3773,946,0,946.0
강원특별자치도,춘천시,조운동,2414,850,0,850.0
강원특별자치도,춘천시,약사명동,5351,1114,0,1114.0
강원특별자치도,춘천시,근화동,8816,1802,0,1802.0
강원특별자치도,춘천시,소양동,10364,2127,0,2127.0
강원특별자치도,춘천시,후평1동,10804,3086,0,3086.0
강원특별자치도,춘천시,후평2동,13495,2687,0,2687.0
강원특별자치도,춘천시,후평3동,18863,4457,0,4457.0
강원특별자치도,춘천시,효자1동,3928,1092,0,1092.0
강원특별자치도,춘천시,효자2동,11993,2925,0,2925.0
강원특별자치도,춘천시,효자3동,4234,1079,0,1079.0
강원특별자치도,춘천시,석사동,32135,6317,5,1052.8333333333333
강원특별자치도,춘천시,퇴계동,45407,8700,5,1450.0
강원특별자치도,춘천시,강남동,25214,4996,0,4996.0
강원특별자치도,춘천시,신사우동,25176,4830,0,4830.0
강원특별자치도,원주시,,363496,74001,0,74001.0
강원특별자치도,원주시,문막읍,16926,4478,5,746.3333333333334
강원특별자치도,원주시,소초면,7899,2909,2,969.6666666666666
강원특별자치도,원주시,호저면,3221,1502,0,1502.0
강원특별자치도,원주시,지정면,32952,3289,6,469.85714285714283
강원특별자치도,원주시,부론면,2096,1155,0,1155.0
강원특별자치도,원주시,귀래면,2029,1048,0,1048.0
강원특별자치도,원주시,흥업면,9391,2547,1,1273.5
강원특별자치도,원주시,판부면,7590,1552,2,517.3333333333334
강원특별자치도,원주시,신림면,3516,1747,0,1747.0
강원특별자치도,원주시,중앙동,2090,989,2,329.6666666666667
강원특별자치도,원주시,원인동,3624,1122,0,1122.0
강원특별자치도,원주시,개운동,11656,3324,1,1662.0
강원특별자치도,원주시,명륜1동,7540,2348,1,1174.0
강원특별자치도,원주시,명륜2동,17861,3840,0,3840.0
강원특별자치도,원주시,단구동,41012,7020,2,2340.0
강원특별자치도,원주시,일산동,8046,2284,0,2284.0
강원특별자치도,원주시,학성동,4099,1522,0,1522.0
강원특별자치도,원주시,단계동,26742,5310,4,1062.0
강원특별자치도,원주시,우산동,12869,2785,1,1392.5
강원특별자치도,원주시,태장1동,12409,2751,0,2751.0
강원특별자치도,원주시,태장2동,24347,5565,0,5565.0
강원특별자치도,원주시,봉산동,7043,2592,0,2592.0
강원특별자치도,원주시,행구동,8419,1904,2,634.6666666666666
강원특별자치도,원주시,무실동,38529,5257,6,751.0
강원특별자치도,원주시,반곡관설동,51590,5161,0,5161.0
강원특별자치도,강릉시,,205966,57203,0,57203.0
강원특별자치도,강릉시,주문진읍,15298,6112,9,611.2
강원특별자치도,강릉시,성산면,3325,1404,0,1404.0
강원특별자치도,강릉시,왕산면,1471,795,0,795.0
강원특별자치도,강릉시,구정면,4024,1589,0,1589.0
강원특별자치도,강릉시,강동면,3677,1698,0,1698.0
강원특별자치도,강릉시,옥계면,3203,1500,0,1500.0
강원특별자치도,강릉시,사천면,5225,1852,0,1852.0
강원특별자치도,강릉시,연곡면,6290,2346,1,1173.0
강원특별자치도,강릉시,홍제동,13922,3208,1,1604.0
강원특별자치도,강릉시,중앙동,4017,1609,0,1609.0
강원특별자치도,강릉시,옥천동,2930,1207,4,241.4
강원특별자치도,강릉시,교1동,27419,5438,0,5438.0
강원특별자치도,강릉시,교2동,10146,2386,1,1193.0
강원특별자치도,강릉시,포남1동,10268,3304,0,3304.0
강원특별자치도,강릉시,포남2동,11150,3438,0,3438.0
강원특별자치도,강릉시,초당동,4060,1122,0,1122.0
강원특별자치도,강릉시,송정동,9145,2084,0,2084.0
강원특별자치도,강릉시,내곡동,17929,3606,0,3606.0
강원특별자치도,강릉시,강남동,15678,5310,0,5310.0
강원특별자치도,강릉시,성덕동,25390,5275,0,5275.0
강원특별자치도,강릉시,경포동,11399,1920,0,1920.0
강원특별자치도,동해시,,86225,23029,0,23029.0
강원특별자치도,동해시,천곡동,28439,6601,13,471.5
강원특별자치도,동해시,송정동,3357,1231,0,1231.0
강원특별자치도,동해시,북삼동,21414,3829,0,3829.0
강원특별자치도,동해시,부곡동,4427,1796,0,1796.0
강원특별자치도,동해시,동호동,4577,1530,0,1530.0
강원특별자치도,동해시,발한동,2833,1396,3,349.0
강원특별자치도,동해시,묵호동,2608,1261,0,1261.0
강원특별자치도,동해시,북평동,13066,2969,0,2969.0
강원특별자치도,동해시,망상동,3101,1346,0,1346.0
강원특별자치도,동해시,삼화동,2403,1070,0,1070.0
강원특별자치도,태백시,,36972,12172,0,12172.0
강원특별자치도,태백시,황지동,7624,1863,9,186.3
강원특별자치도,태백시,황연동,3611,1513,0,1513.0
강원특별자치도,태백시,삼수동,4710,1788,0,1788.0
강원특별자치도,태백시,상장동,11229,2584,0,2584.0
강원특별자치도,태백시,문곡소도동,3206,1308,0,1308.0
강원특별자치도,태백시,장성동,2952,1246,1,623.0
강원특별자치도,태백시,구문소동,2034,1063,0,1063.0
강원특별자치도,태백시,철암동,1606,807,0,807.0
강원특별자치도,속초시,,79586,20612,0,20612.0
강원특별자치도,속초시,영랑동,4302,1547,0,1547.0
강원특별자치도,속초시,동명동,5250,1307,0,1307.0
강원특별자치도,속초시,금호동,5379,1945,0,1945.0
강원특별자치도,속초시,교동,8545,2561,6,365.85714285714283
강원특별자치도,속초시,노학동,20009,5106,0,5106.0
강원특별자치도,속초시,조양동,28681,5471,2,1823.6666666666667
강원특별자치도,속초시,청호동,4595,1429,0,1429.0
강원특별자치도,속초시,대포동,2825,1246,0,1246.0
강원특별자치도,삼척시,,60307,19539,0,19539.0
강원특별자치도,삼척시,도계읍,8346,3037,1,1518.5
강원특별자치도,삼척시,원덕읍,3086,1400,1,700.0
강원특별자치도,삼척시,원덕읍임원출장소,1426,690,0,690.0
강원특별자치도,삼척시,근덕면,4520,2289,0,2289.0
강원특별자치도,삼척시,하장면,1162,579,0,579.0
강원특별자치도,삼척시,노곡면,679,380,0,380.0
강원특별자치도,삼척시,미로면,1703,880,0,880.0
강원특별자치도,삼척시,가곡면,648,332,0,332.0
강원특별자치도,삼척시,신기면,618,323,0,323.0
강원특별자치도,삼척시,남양동,6404,2623,2,874.3333333333334
강원특별자치도,삼척시,교동,15074,2320,0,2320.0
강원특별자치도,삼척시,정라동,9529,2287,0,2287.0
강원특별자치도,삼척시,성내동,7112,2399,0,2399.0
강원특별자치도,홍천군,,66008,23679,0,23679.0
강원특별자치도,홍천군,홍천읍,33442,8141,14,542.7333333333333
강원특별자치도,홍천군,화촌면,4119,2164,0,2164.0
강원특별자치도,홍천군,두촌면,2379,1268,0,1268.0
강원특별자치도,홍천군,내촌면,2382,1266,0,1266.0
강원특별자치도,홍천군,서석면,3559,1630,1,815.0
강원특별자치도,홍천군,영귀미면,4025,2014,0,2014.0
강원특별자치도,홍천군,남면,5425,2223,1,1111.5
강원특별자치도,홍천군,서면,3759,1786,0,1786.0
강원특별자치도,홍천군,북방면,4025,1868,0,1868.0
강원특별자치도,홍천군,내면,2893,1319,0,1319.0
강원특별자치도,횡성군,,45591,17940,0,17940.0
강원특별자치도,횡성군,횡성읍,20346,5790,8,643.3333333333334
강원특별자치도,횡성군,우천면,4291,1973,0,1973.0
강원특별자치도,횡성군,안흥면,3093,1409,0,1409.0
강원특별자치도,횡성군,둔내면,5911,2426,1,1213.0
강원특별자치도,횡성군,갑천면,2452,1291,0,1291.0
강원특별자치도,횡성군,청일면,2373,1285,0,1285.0
강원특별자치도,횡성군,공근면,3351,1779,0,1779.0
강원특별자치도,횡성군,서원면,2028,1055,0,1055.0
강원특별자치도,횡성군,강림면,1746,932,0,932.0
강원특별자치도,영월군,,35997,13794,0,13794.0
강원특별자치도,영월군,영월읍,19329,5652,6,807.4285714285714
강원특별자치도,영월군,상동읍,1016,490,0,490.0
강원특별자치도,영월군,산솔면,1367,690,0,690.0
강원특별자치도,영월군,김삿갓면,1755,807,0,807.0
강원특별자치도,영월군,북면,1949,945,0,945.0
강원특별자치도,영월군,남면,2088,1044,0,1044.0
강원특별자치도,영월군,한반도면,1135,502,0,502.0
강원특별자치도,영월군,한반도면쌍용출장소,1464,739,0,739.0
강원특별자치도,영월군,주천면,3779,1868,1,934.0
강원특별자치도,영월군,무릉도원면,2115,1057,0,1057.0
강원특별자치도,평창군,,39933,14970,0,14970.0
강원특별자치도,평창군,평창읍,8279,2929,3,732.25
강원특별자치도,평창군,미탄면,1458,707,0,707.0
강원특별자치도,평창군,방림면,785,387,0,387.0
강원특별자치도,평창군,방림면계촌출장소,1701,796,0,796.0
강원특별자치도,평창군,대화면,4927,2082,2,694.0
강원특별자치도,평창군,봉평면,5550,1935,2,645.0
강원특별자치도,평창군,용평면,2963,1213,1,606.5
강원특별자치도,평창군,진부면,8459,3144,3,786.0
강원특별자치도,평창군,대관령면,5811,1777,1,888.5
강원특별자치도,정선군,,34982,12623,0,12623.0
강원특별자치도,정선군,정선읍,10248,3093,3,773.25
강원특별자치도,정선군,고한읍,4660,1281,0,1281.0
강원특별자치도,정선군,사북읍,4338,1365,2,455.0
강원특별자치도,정선군,신동읍,1750,728,0,728.0
강원특별자치도,정선군,신동읍함백출장소,1517,647,0,647.0
강원특별자치도,정선군,남면,3174,1194,0,1194.0
강원특별자치도,정선군,북평면,2461,1026,0,1026.0
강원특별자치도,정선군,임계면,3385,1654,0,1654.0
강원특별자치도,정선군,화암면,1535,693,0,693.0
강원특별자치도,정선군,여량면,1914,942,0,942.0
강원특별자치도,철원군,,39953,11976,0,11976.0
강원특별자치도,철원군,철원읍,4718,1432,0,1432.0
강원특별자치도,철원군,김화읍,2969,913,0,913.0
강원특별자치도,철원군,갈말읍,11358,3234,2,1078.0
강원특별자치도,철원군,동송읍,13950,4065,4,813.0
강원특별자치도,철원군,서면,1639,528,3,132.0
강원특별자치도,철원군,서면와수출장소,3380,1017,0,1017.0
강원특별자치도,철원군,근남면,1844,732,0,732.0
강원특별자치도,철원군,근북면,95,55,0,55.0
강원특별자치도,화천군,,22338,6693,0,6693.0
강원특별자치도,화천군,화천읍,8048,1999,5,333.1666666666667
강원특별자치도,화천군,간동면,2488,1127,0,1127.0
강원특별자치도,화천군,하남면,2805,929,1,464.5
강원특별자치도,화천군,상서면,3412,1061,0,1061.0
강원특별자치도,화천군,사내면,5585,1577,2,525.6666666666666
강원특별자치도,양구군,,20373,5743,0,5743.0
강원특별자치도,양구군,양구읍,13090,2848,5,474.6666666666667
강원특별자치도,양구군,국토정중앙면,3206,1237,0,1237.0
강원특별자치도,양구군,동면,1791,706,0,706.0
강원특별자치도,양구군,방산면,1108,466,0,466.0
강원특별자치도,양구군,해안면,1178,486,0,486.0
강원특별자치도,인제군,,30814,8428,0,8428.0
강원특별자치도,인제군,인제읍,9826,2248,4,449.6
강원특별자치도,인제군,인제읍귀둔출장소,466,196,0,196.0
강원특별자치도,인제군,남면,3645,1122,0,1122.0
강원특별자치도,인제군,북면,7607,2169,3,542.25
강원특별자치도,인제군,기린면,4948,1405,1,702.5
강원특별자치도,인제군,서화면,2359,621,0,621.0
강원특별자치도,인제군,상남면,1963,667,0,667.0
강원특별자치도,고성군,,26849,9534,0,9534.0
강원특별자치도,고성군,간성읍,7421,1856,5,309.3333333333333
강원특별자치도,고성군,거진읍,5472,2544,1,1272.0
강원특별자치도,고성군,현내면,2070,1044,0,1044.0
강원특별자치도,고성군,죽왕면,3256,1370,0,1370.0
강원특별자치도,고성군,토성면,8630,2720,0,2720.0
강원특별자치도,양양군,,27349,10076,0,10076.0
강원특별자치도,양양군,양양읍,12581,3583,5,597.1666666666666
강원특별자치도,양양군,서면,2607,1167,0,1167.0
강원특별자치도,양양군,손양면,2146,950,0,950.0
강원특별자치도,양양군,현북면,2586,1170,0,1170.0
강원특별자치도,양양군,현남면,2894,1375,0,1375.0
강원특별자치도,양양군,강현면,4535,1831,0,1831.0
충청북도,,,1596749,370586,0,370586.0
충청북도,청주시,,856629,152209,0,152209.0
충청북도,청주시,상당구,194463,39492,64,607.5692307692308
충청북도,청주시 상당구,낭성면,2051,1051,0,1051.0
충청북도,청주시 상당구,미원면,4470,2322,0,2322.0
충청북도,청주시 상당구,가덕면,3596,1658,0,1658.0
충청북도,청주시 상당구,남일면,6361,2160,0,2160.0
충청북도,청주시 상당구,문의면,3502,1691,0,1691.0
충청북도,청주시 상당구,중앙동,6291,1652,0,1652.0
충청북도,청주시 상당구,성안동,6150,2078,0,2078.0
충청북도,청주시 상당구,탑대성동,11187,2974,0,2974.0
충청북도,청주시 상당구,영운동,9564,2815,0,2815.0
충청북도,청주시 상당구,금천동,28560,5725,0,5725.0
충청북도,청주시 상당구,용담.명암.산성동,12420,1887,0,1887.0
충청북도,청주시 상당구,용암1동,56367,8035,0,8035.0
충청북도,청주시 상당구,용암2동,43944,5444,0,5444.0
충청북도,청주시,서원구,183007,38265,52,721.9811320754717
충청북도,청주시 서원구,남이면,9640,2847,0,2847.0
충청북도,청주시 서원구,현도면,2911,1498,0,1498.0
충청북도,청주시 서원구,사직1동,3938,1160,0,1160.0
충청북도,청주시 서원구,사직2동,10720,2225,0,2225.0
충청북도,청주시 서원구,사창동,13895,3101,0,3101.0
충청북도,청주시 서원구,모충동,21268,4227,0,4227.0
충청북도,청주시 서원구,산남동,24634,3320,0,3320.0
충청북도,청주시 서원구,분평동,27348,4697,0,4697.0
충청북도,청주시 서원구,수곡1동,12268,3744,0,3744.0
충청북도,청주시 서원구,수곡2동,14557,4086,0,4086.0
충청북도,청주시 서원구,성화.개신.죽림동,41828,7360,0,7360.0
충청북도,청주시,흥덕구,292310,42001,98,424.25252525252523
충청북도,청주시 흥덕구,오송읍,48716,5077,0,5077.0
충청북도,청주시 흥덕구,강내면,10594,2500,0,2500.0
충청북도,청주시 흥덕구,옥산면,16801,3182,0,3182.0
충청북도,청주시 흥덕구,운천.신봉동,13576,3528,0,3528.0
충청북도,청주시 흥덕구,복대1동,50362,4874,0,4874.0
충청북도,청주시 흥덕구,복대2동,15006,3437,0,3437.0
충청북도,청주시 흥덕구,가경동,53317,8049,0,8049.0
충청북도,청주시 흥덕구,봉명1동,12811,2017,0,2017.0
충청북도,청주시 흥덕구,봉명2.송정동,23083,3464,0,3464.0
충청북도,청주시 흥덕구,강서제1동,30325,4615,0,4615.0
충청북도,청주시 흥덕구,강서제2동,17719,1258,0,1258.0
충청북도,청주시,청원구,186849,32451,55,579.4821428571429
충청북도,청주시 청원구,내수읍,18713,4579,0,4579.0
충청북도,청주시 청원구,오창읍,67898,6903,0,6903.0
충청북도,청주시 청원구,북이면,3989,1935,0,1935.0
충청북도,청주시 청원구,우암동,12002,3269,0,3269.0
충청북도,청주시 청원구,내덕1동,7620,2595,0,2595.0
충청북도,청주시 청원구,내덕2동,12613,2909,0,2909.0
충청북도,청주시 청원구,율량.사천동,46523,7652,0,7652.0
충청북도,청주시 청원구,오근장동,17491,2609,0,2609.0
충청북도,충주시,,206270,53459,0,53459.0
충청북도,충주시,주덕읍,10203,2303,2,767.6666666666666
충청북도,충주시,살미면,1866,997,0,997.0
충청북도,충주시,수안보면,2718,1363,0,1363.0
충청북도,충주시,대소원면,9531,2066,0,2066.0
충청북도,충주시,신니면,2636,1416,0,1416.0
충청북도,충주시,노은면,2121,1193,0,1193.0
충청북도,충주시,앙성면,3732,1918,0,1918.0
충청북도,충주시,중앙탑면,14431,1835,1,917.5
충청북도,충주시,금가면,3775,1018,0,1018.0
충청북도,충주시,동량면,3354,1621,0,1621.0
충청북도,충주시,산척면,2142,1102,0,1102.0
충청북도,충주시,엄정면,2919,1549,0,1549.0
충청북도,충주시,소태면,1813,982,0,982.0
충청북도,충주시,성내.충인동,2383,963,0,963.0
충청북도,충주시,교현.안림동,21467,5369,0,5369.0
충청북도,충주시,교현2동,5953,2089,0,2089.0
충청북도,충주시,용산동,13630,2697,0,2697.0
충청북도,충주시,지현동,4721,1548,0,1548.0
충청북도,충주시,문화동,8514,3153,2,1051.0
충청북도,충주시,호암.직동,21915,2836,0,2836.0
충청북도,충주시,달천동,3953,1395,0,1395.0
충청북도,충주시,봉방동,9012,2435,0,2435.0
충청북도,충주시,칠금.금릉동,13297,2819,0,2819.0
충청북도,충주시,연수동,34127,7537,5,1256.1666666666667
충청북도,충주시,목행.용탄동,6057,1255,0,1255.0
충청북도,제천시,,127803,37295,0,37295.0
충청북도,제천시,봉양읍,6398,2900,1,1450.0
충청북도,제천시,금성면,1691,875,0,875.0
충청북도,제천시,청풍면,1240,622,0,622.0
충청북도,제천시,수산면,1962,1060,0,1060.0
충청북도,제천시,덕산면,2028,1037,0,1037.0
충청북도,제천시,한수면,645,310,0,310.0
충청북도,제천시,백운면,3266,1718,0,1718.0
충청북도,제천시,송학면,4549,2135,0,2135.0
충청북도,제천시,교동,19912,3553,0,3553.0
충청북도,제천시,의림지동,9303,2094,0,2094.0
충청북도,제천시,중앙동,5062,1931,0,1931.0
충청북도,제천시,남현동,4451,1736,0,1736.0
충청북도,제천시,영서동,9429,2675,0,2675.0
충청북도,제천시,용두동,19464,3719,0,3719.0
충청북도,제천시,신백동,10091,2660,1,1330.0
충청북도,제천시,청전동,14135,4919,2,1639.6666666666667
충청북도,제천시,화산동,14177,3351,0,3351.0
충청북도,보은군,,30603,13059,0,13059.0
충청북도,보은군,보은읍,14182,4582,7,572.75
충청북도,보은군,속리산면,1701,827,0,827.0
충청북도,보은군,장안면,1399,543,0,543.0
충청북도,보은군,마로면,2089,1165,0,1165.0
충청북도,보은군,탄부면,1564,910,0,910.0
충청북도,보은군,삼승면,2164,1039,0,1039.0
충청북도,보은군,수한면,1805,979,0,979.0
충청북도,보은군,회남면,724,403,0,403.0
충청북도,보은군,회인면,1670,907,0,907.0
충청북도,보은군,내북면,1602,855,0,855.0
충청북도,보은군,산외면,1703,849,0,849.0
충청북도,옥천군,,50000,18342,0,18342.0
충청북도,옥천군,옥천읍,29608,7725,12,594.2307692307693
충청북도,옥천군,동이면,3098,1498,0,1498.0
충청북도,옥천군,안남면,1329,720,0,720.0
충청북도,옥천군,안내면,1856,1032,0,1032.0
충청북도,옥천군,청성면,2265,1322,0,1322.0
충청북도,옥천군,청산면,2828,1582,1,791.0
충청북도,옥천군,이원면,3909,1973,1,986.5
충청북도,옥천군,군서면,2160,1106,0,1106.0
충청북도,옥천군,군북면,2947,1384,0,1384.0
충청북도,영동군,,43136,17298,0,17298.0
충청북도,영동군,영동읍,19259,5348,10,486.1818181818182
충청북도,영동군,용산면,3147,1449,0,1449.0
충청북도,영동군,황간면,3879,1775,0,1775.0
충청북도,영동군,추풍령면,2084,1025,0,1025.0
충청북도,영동군,매곡면,1742,882,0,882.0
충청북도,영동군,상촌면,2115,1190,0,1190.0
충청북도,영동군,양강면,2882,1305,0,1305.0
충청북도,영동군,용화면,890,474,0,474.0
충청북도,영동군,학산면,2556,1396,0,1396.0
충청북도,영동군,양산면,1689,896,0,896.0
충청북도,영동군,심천면,2893,1558,0,1558.0
충청북도,증평군,,36656,8502,0,8502.0
충청북도,증평군,증평읍,35011,7689,12,591.4615384615385
충청북도,증평군,도안면,1645,813,0,813.0
충청북도,진천군,,85969,17853,0,17853.0
충청북도,진천군,진천읍,29888,6497,13,464.07142857142856
충청북도,진천군,덕산읍,30827,3072,3,768.0
충청북도,진천군,덕산읍혁신도시출장소,0,0,0,0.0
충청북도,진천군,초평면,2893,1366,0,1366.0
충청북도,진천군,문백면,3430,1467,0,1467.0
충청북도,진천군,백곡면,2022,1068,0,1068.0
충청북도,진천군,이월면,6412,2302,1,1151.0
충청북도,진천군,광혜원면,10497,2081,5,346.8333333333333
충청북도,괴산군,,38166,16043,0,16043.0
충청북도,괴산군,괴산읍,9625,2655,5,442.5
충청북도,괴산군,감물면,2091,990,0,990.0
충청북도,괴산군,장연면,2001,964,0,964.0
충청북도,괴산군,연풍면,2303,1170,0,1170.0
충청북도,괴산군,칠성면,3270,1372,0,1372.0
충청북도,괴산군,문광면,2269,1023,0,1023.0
충청북도,괴산군,청천면,5369,2583,0,2583.0
충청북도,괴산군,청안면,3499,1606,0,1606.0
충청북도,괴산군,사리면,2690,1237,0,1237.0
충청북도,괴산군,소수면,2290,1076,0,1076.0
충청북도,괴산군,불정면,2759,1367,0,1367.0
충청북도,음성군,,94729,25579,0,25579.0
충청북도,음성군,음성읍,15564,5132,6,733.1428571428571
충청북도,음성군,금왕읍,18959,4593,10,417.54545454545456
충청북도,음성군,소이면,2713,1428,0,1428.0
충청북도,음성군,원남면,2972,1540,0,1540.0
충청북도,음성군,맹동면,14020,2292,3,573.0
충청북도,음성군,맹동면혁신도시출장소,0,0,0,0.0
충청북도,음성군,대소면,20688,3398,5,566.3333333333334
충청북도,음성군,삼성면,6036,2274,1,1137.0
충청북도,음성군,생극면,4262,1753,0,1753.0
충청북도,음성군,감곡면,9515,3169,3,792.25
충청북도,단양군,,26788,10947,0,10947.0
충청북도,단양군,단양읍,9999,2921,6,417.2857142857143
충청북도,단양군,매포읍,4748,1835,1,917.5
충청북도,단양군,대강면,2281,1159,0,1159.0
충청북도,단양군,가곡면,1933,979,0,979.0
충청북도,단양군,영춘면,3023,1496,0,1496.0
충청북도,단양군,어상천면,1813,975,0,975.0
충청북도,단양군,적성면,1452,799,0,799.0
충청북도,단양군,단성면,1539,783,0,783.0
충청남도,,,2136204,503847,0,503847.0
충청남도,천안시,,664269,101258,0,101258.0
충청남도,천안시,동남구,262353,50803,79,635.0375
충청남도,천안시 동남구,목천읍,21914,5193,0,5193.0
충청남도,천안시 동남구,풍세면,10634,2120,0,2120.0
충청남도,천안시 동남구,광덕면,3952,1801,0,1801.0
충청남도,천안시 동남구,북면,4029,1693,0,1693.0
충청남도,천안시 동남구,성남면,2774,1309,0,1309.0
충청남도,천안시 동남구,수신면,2022,942,0,942.0
충청남도,천안시 동남구,병천면,5829,1998,0,1998.0
충청남도,천안시 동남구,동면,1896,998,0,998.0
충청남도,천안시 동남구,중앙동,4500,1653,0,1653.0
충청남도,천안시 동남구,문성동,7787,1266,0,1266.0
충청남도,천안시 동남구,원성1동,7541,2274,0,2274.0
충청남도,천안시 동남구,원성2동,8549,2792,0,2792.0
충청남도,천안시 동남구,봉명동,17093,3383,0,3383.0
충청남도,천안시 동남구,일봉동,23314,3904,0,3904.0
충청남도,천안시 동남구,신방동,42629,5207,0,5207.0
충청남도,천안시 동남구,청룡동,59855,8048,0,8048.0
충청남도,천안시 동남구,신안동,38035,6222,0,6222.0
충청남도,천안시,서북구,401916,50455,134,373.74074074074076
충청남도,천안시 서북구,성환읍,21569,6678,0,6678.0
충청남도,천안시 서북구,성거읍,21297,4049,0,4049.0
충청남도,천안시 서북구,직산읍,19029,3722,0,3722.0
충청남도,천안시 서북구,입장면,7401,2697,0,2697.0
충청남도,천안시 서북구,성정1동,16798,3621,0,3621.0
충청남도,천안시 서북구,성정2동,24323,3375,0,3375.0
충청남도,천안시 서북구,쌍용1동,12324,2721,0,2721.0
충청남도,천안시 서북구,쌍용2동,33868,4722,0,4722.0
충청남도,천안시 서북구,쌍용3동,16954,3183,0,3183.0
충청남도,천안시 서북구,백석동,40399,3577,0,3577.0
충청남도,천안시 서북구,불당1동,31370,2141,0,2141.0
충청남도,천안시 서북구,불당2동,37059,1436,0,1436.0
충청남도,천안시 서북구,부성1동,55814,4952,0,4952.0
충청남도,천안시 서북구,부성2동,63711,3581,0,3581.0
충청남도,공주시,,99730,33208,0,33208.0
충청남도,공주시,유구읍,6744,3248,3,812.0
충청남도,공주시,이인면,2874,1473,0,1473.0
충청남도,공주시,탄천면,2663,1420,0,1420.0
충청남도,공주시,계룡면,4995,2463,0,2463.0
충청남도,공주시,반포면,3953,1586,0,1586.0
충청남도,공주시,의당면,4274,1556,0,1556.0
충청남도,공주시,정안면,4431,2210,0,2210.0
충청남도,공주시,우성면,4765,2261,0,2261.0
충청남도,공주시,사곡면,2678,1343,0,1343.0
충청남도,공주시,신풍면,3018,1530,0,1530.0
충청남도,공주시,중학동,4161,1403,0,1403.0
충청남도,공주시,웅진동,7198,2290,0,2290.0
충청남도,공주시,금학동,5191,1350,0,1350.0
충청남도,공주시,옥룡동,6951,2543,0,2543.0
충청남도,공주시,신관동,19376,3797,3,949.25
충청남도,공주시,월송동,16458,2735,0,2735.0
충청남도,보령시,,91882,30757,0,30757.0
충청남도,보령시,웅천읍,5451,2769,2,923.0
충청남도,보령시,주포면,1462,717,0,717.0
충청남도,보령시,오천면,1939,932,0,932.0
충청남도,보령시,오천면어항출장소,1419,594,0,594.0
충청남도,보령시,원산출장소,1003,470,0,470.0
충청남도,보령시,천북면,3074,1580,0,1580.0
충청남도,보령시,청소면,2270,1265,0,1265.0
충청남도,보령시,청라면,3437,1757,0,1757.0
충청남도,보령시,남포면,4748,2298,0,2298.0
충청남도,보령시,주산면,2137,1280,0,1280.0
충청남도,보령시,미산면,1591,914,0,914.0
충청남도,보령시,성주면,1895,879,0,879.0
충청남도,보령시,주교면,4802,1983,0,1983.0
충청남도,보령시,대천1동,12398,3292,0,3292.0
충청남도,보령시,대천2동,5923,1677,0,1677.0
충청남도,보령시,대천3동,15261,2721,0,2721.0
충청남도,보령시,대천4동,17309,3323,0,3323.0
충청남도,보령시,대천5동,5763,2306,0,2306.0
충청남도,아산시,,360019,57043,0,57043.0
충청남도,아산시,염치읍,5640,2091,0,2091.0
충청남도,아산시,배방읍,96508,9679,19,483.95
충청남도,아산시,송악면,3906,1548,0,1548.0
충청남도,아산시,탕정면,46417,2265,16,133.23529411764707
충청남도,아산시,음봉면,22911,3428,1,1714.0
충청남도,아산시,둔포면,23535,3815,7,476.875
충청남도,아산시,영인면,5151,2312,0,2312.0
충청남도,아산시,인주면,5391,1987,1,993.5
충청남도,아산시,선장면,2762,1498,0,1498.0
충청남도,아산시,도고면,4149,1999,0,1999.0
충청남도,아산시,신창면,22618,4687,2,1562.3333333333333
충청남도,아산시,온양1동,9770,1962,0,1962.0
충청남도,아산시,온양2동,9698,2674,0,2674.0
충청남도,아산시,온양3동,39377,5709,0,5709.0
충청남도,아산시,온양4동,15524,3437,0,3437.0
충청남도,아산시,온양5동,20823,3314,0,3314.0
충청남도,아산시,온양6동,25839,4638,0,4638.0
충청남도,서산시,,172297,40903,0,40903.0
충청남도,서산시,대산읍,12010,3118,3,779.5
충청남도,서산시,인지면,6945,2293,0,2293.0
충청남도,서산시,부석면,4978,2768,0,2768.0
충청남도,서산시,팔봉면,3222,1784,0,1784.0
